#;Number;Year;Month;Date;Customer;Net amount;Tax;Total amount
10993;10993;2004;11;2004-11-27;ZPJBYJ NQJXKRWITY;317,830;26,220;344,050
10994;10994;2004;11;2004-11-27;VRENFQ CYQZONGXVD;270,560;22,320;292,880
10995;10995;2004;11;2004-11-15;ASKWKK KXHBEEYCHR;212,190;17,510;229,700
10996;10996;2004;11;2004-11-22;OHNICK VYVTXTKPJQ;307,400;25,360;332,760
10997;10997;2004;11;2004-11-04;HYSYQA YZOQCJCYYV;132,540;10,930;143,470
10998;10998;2004;11;2004-11-02;OBONJJ UPNZPGGJRJ;353,040;29,130;382,170
10999;10999;2004;11;2004-11-30;GVHOAX ICGSSYFYUL;31,180;2,570;33,750
11000;11000;2004;11;2004-11-13;ATVEAR QNOADBUYTB;191,660;15,810;207,470
11001;11001;2004;12;2004-12-16;VQDVJA WSGFXMMDHV;362,760;29,930;392,690
11002;11002;2004;12;2004-12-26;VLBDHB JNGPMQJLGT;359,720;29,680;389,400
11003;11003;2004;12;2004-12-08;XTZEYW YRKQZOISXF;45,030;3,710;48,740
11004;11004;2004;12;2004-12-27;HEWQAC RTNCNQPFXM;281,370;23,210;304,580
11005;11005;2004;12;2004-12-20;RRYSSO QKUUFCIVPJ;292,090;24,100;316,190
11006;11006;2004;12;2004-12-16;EGHFVE MDARYBDAFI;288,570;23,810;312,380
11007;11007;2004;12;2004-12-28;SAQMER DGNDNESJWC;295,970;24,420;320,390
11008;11008;2004;12;2004-12-20;YDYSJJ QCYKXMNKJM;308,730;25,470;334,200
11009;11009;2004;12;2004-12-31;OVKQKD JKPTHRAYQA;57,800;4,770;62,570
11010;11010;2004;12;2004-12-29;OOUWFG PELWBHGNCR;77,180;6,370;83,550
11011;11011;2004;12;2004-12-15;XQCYVK UPYXDXHHJK;14,010;1,160;15,170
11012;11012;2004;12;2004-12-07;IAYIGD SDRBLOVTCE;255,750;21,100;276,850
11013;11013;2004;12;2004-12-16;TCHTHF JUPKYZVLNU;273,490;22,560;296,050
11014;11014;2004;12;2004-12-02;LTCRJW KNFOCIJULF;70,870;5,850;76,720
11015;11015;2004;12;2004-12-04;HHWCER RWUVYKZNNH;148,980;12,290;161,270
11016;11016;2004;12;2004-12-30;VWSEXO HPOMFVRSDU;55,420;4,570;59,990
11017;11017;2004;12;2004-12-27;OJFESF GASHHJJZDQ;210,840;17,390;228,230
11018;11018;2004;12;2004-12-30;HWRFZN AUQPWBGOBQ;92,160;7,600;99,760
11019;11019;2004;12;2004-12-30;CKJTYF JUAEAWKUSI;127,940;10,560;138,500
11020;11020;2004;12;2004-12-06;XZGWCK SCGKRYWAWQ;9,860;0,810;10,670
11021;11021;2004;12;2004-12-27;WZFFCO SCHUOSWHHZ;71,340;5,890;77,230
11022;11022;2004;12;2004-12-18;HGZXQZ EFKPRUSPTA;71,290;5,880;77,170
11023;11023;2004;12;2004-12-30;KECLMA CNSPZFBRJF;205,720;16,970;222,690
11024;11024;2004;12;2004-12-17;IZZCSM QLOZFCZXUF;185,380;15,290;200,670
11025;11025;2004;12;2004-12-23;MGZFRC TXQTQBRBFQ;30,270;2,500;32,770
11026;11026;2004;12;2004-12-01;DGICKD PHUTPGYLUE;303,640;25,050;328,690
11027;11027;2004;12;2004-12-09;EGCYDQ HMVKLIGEUD;338,750;27,950;366,700
11028;11028;2004;12;2004-12-25;AYWXIJ YMCWUSZKHX;218,050;17,990;236,040
11029;11029;2004;12;2004-12-13;GUBIJV GSUEZTGZNM;256,310;21,150;277,460
11030;11030;2004;12;2004-12-14;CTLDTG BABJDSEGVI;214,540;17,700;232,240
11031;11031;2004;12;2004-12-26;ZTXXMC WAUGAKRHDF;140,590;11,600;152,190
11032;11032;2004;12;2004-12-01;XGOOLM FRSVEWJGJS;162,260;13,390;175,650
11033;11033;2004;12;2004-12-30;HEMNTA CGWKXNJTNF;157,880;13,030;170,910
11034;11034;2004;12;2004-12-21;YKTOVL MXMOOIQXTJ;185,770;15,330;201,100
11035;11035;2004;12;2004-12-30;UMGUXN XKFITMJADE;128,460;10,600;139,060
11036;11036;2004;12;2004-12-16;URMOKO WWGJGLNTRR;334,370;27,590;361,960
11037;11037;2004;12;2004-12-12;YADUAX LBIMIIXHNN;23,320;1,920;25,240
11038;11038;2004;12;2004-12-09;OISHKJ YNDYPKRBPN;2,060;0,170;2,230
11039;11039;2004;12;2004-12-17;HUNCJD WDFWMHVRLM;370,510;30,570;401,080
11040;11040;2004;12;2004-12-20;BORDME BMKXOSXIAL;220,200;18,170;238,370
11041;11041;2004;12;2004-12-10;PNGTIM HSDYWLCFYA;83,240;6,870;90,110
11042;11042;2004;12;2004-12-08;XJFBPO JVHAUZZSSH;168,280;13,880;182,160
11043;11043;2004;12;2004-12-27;RBPWBD HUTOZFSGNV;198,500;16,380;214,880
11044;11044;2004;12;2004-12-30;PDXZJU IESCVBHRDR;66,250;5,470;71,720
11045;11045;2004;12;2004-12-28;LEOCTA SEIHTYVBDH;380,140;31,360;411,500
11046;11046;2004;12;2004-12-04;HTGHUG YNHFPBSVVL;251,930;20,780;272,710
11047;11047;2004;12;2004-12-02;YJXDHH BXQHHAYTYO;181,990;15,010;197,000
11048;11048;2004;12;2004-12-17;SKMXYP MIOBXQCOYY;236,270;19,490;255,760
11049;11049;2004;12;2004-12-01;RWKVJH ZKXIEFNPXG;262,560;21,660;284,220
11050;11050;2004;12;2004-12-24;UKBTFY MOEJSASLXD;12,110;1,000;13,110
11051;11051;2004;12;2004-12-01;LYBOAE SWHLLFFADL;335,710;27,700;363,410
11052;11052;2004;12;2004-12-15;ZFNXBZ NWCKZGWLRJ;48,860;4,030;52,890
11053;11053;2004;12;2004-12-28;AUKSKP EWRMRSLYYM;339,170;27,980;367,150
11054;11054;2004;12;2004-12-10;UHOKUZ NDIQLUUGMN;58,150;4,800;62,950
11055;11055;2004;12;2004-12-21;VLMUUS ZUKEVWDLDF;233,110;19,230;252,340
11056;11056;2004;12;2004-12-07;PBNGZM GVOSYDSLXB;8,860;0,730;9,590
11057;11057;2004;12;2004-12-05;XCBSRX JYGWRJTUOC;169,370;13,970;183,340
11058;11058;2004;12;2004-12-26;GHODSS LMAICKLQBU;52,660;4,340;57,000
11059;11059;2004;12;2004-12-31;EBVNTF BVGPVYWDUD;364,520;30,070;394,590
11060;11060;2004;12;2004-12-12;KKOAJR JAXXAGMHHH;26,370;2,180;28,550
11061;11061;2004;12;2004-12-16;OOAZGK FYRXYXSWAS;319,480;26,360;345,840
11062;11062;2004;12;2004-12-13;ADVKLJ NKWMDEFSCF;299,330;24,690;324,020
11063;11063;2004;12;2004-12-18;HPFBUT YDMLOAHYQK;297,230;24,520;321,750
11064;11064;2004;12;2004-12-27;JBNEFW QJQRSOYFTK;270,330;22,300;292,630
11065;11065;2004;12;2004-12-23;CEVKBC JAKTBJMUST;240,420;19,830;260,250
11066;11066;2004;12;2004-12-14;NBZAYT JQGCWVYUQS;396,080;32,680;428,760
11067;11067;2004;12;2004-12-05;JZIKPD YQNINJRHSM;348,990;28,790;377,780
11068;11068;2004;12;2004-12-23;BDEJTX PMZEUTWEMS;34,660;2,860;37,520
11069;11069;2004;12;2004-12-08;YRXJBR ABZKLFOPSF;120,560;9,950;130,510
11070;11070;2004;12;2004-12-12;PDRZWT EBLMBHBKYW;319,170;26,330;345,500
11071;11071;2004;12;2004-12-30;BREMCU SAXNUZUIHC;51,780;4,270;56,050
11072;11072;2004;12;2004-12-30;FIWLMY AJXTSIQIUY;85,060;7,020;92,080
11073;11073;2004;12;2004-12-12;YIMPUG GUKLBKMIEN;22,490;1,860;24,350
11074;11074;2004;12;2004-12-30;AUBWNT UASEUXLNXH;203,220;16,770;219,990
11075;11075;2004;12;2004-12-07;DUTZBE DFFBFUGHPZ;255,320;21,060;276,380
11076;11076;2004;12;2004-12-16;DGEDPW CIZVRUQKCR;7,710;0,640;8,350
11077;11077;2004;12;2004-12-18;RUMJLB RMUSJYABAE;329,710;27,200;356,910
11078;11078;2004;12;2004-12-27;SFNNXJ RDGOAKLSFO;262,020;21,620;283,640
11079;11079;2004;12;2004-12-09;AKZVPA SPCKKKNJTN;152,380;12,570;164,950
11080;11080;2004;12;2004-12-19;BBYOXM FCGUQGMXCF;92,830;7,660;100,490
11081;11081;2004;12;2004-12-15;DTFDHN ZWZXWQLUXY;363,530;29,990;393,520
11082;11082;2004;12;2004-12-24;RFWQPI OCNXXVQXVF;95,220;7,860;103,080
11083;11083;2004;12;2004-12-08;KXMWLC KYSWCEOPEQ;24,000;1,980;25,980
11084;11084;2004;12;2004-12-01;HNUQXD CPLFRURWHO;138,220;11,400;149,620
11085;11085;2004;12;2004-12-26;UDWLNW IKWOXEVETJ;149,970;12,370;162,340
11086;11086;2004;12;2004-12-18;EXDKPZ SXMJBMXXNM;107,270;8,850;116,120
11087;11087;2004;12;2004-12-14;SUSWXP ZTIPLJGGEV;202,570;16,710;219,280
11088;11088;2004;12;2004-12-16;SQXWZM UFHSQCKRYF;161,220;13,300;174,520
11089;11089;2004;12;2004-12-13;LWJFGG HPMQAXRDTC;286,250;23,620;309,870
11090;11090;2004;12;2004-12-17;MPRKTS CPEIYXUVGY;139,390;11,500;150,890
11091;11091;2004;12;2004-12-16;WXBHKC QWIBDXNJUC;112,160;9,250;121,410
11092;11092;2004;12;2004-12-20;IDAWFA GOMWLYXTXX;131,420;10,840;142,260
11093;11093;2004;12;2004-12-26;YJMTJV LFPZJDAWVV;226,360;18,670;245,030
11094;11094;2004;12;2004-12-04;PMFWQT UPKXGBAHAB;300,880;24,820;325,700
11095;11095;2004;12;2004-12-16;QRYMSL UMJHJCAXAS;155,810;12,850;168,660
11096;11096;2004;12;2004-12-31;APKKDN DYZSQXBURU;34,070;2,810;36,880
11097;11097;2004;12;2004-12-14;GZOBKG YUDSUDLXQS;3,180;0,260;3,440
11098;11098;2004;12;2004-12-18;IJLWID QNUJGOYAHD;53,750;4,430;58,180
11099;11099;2004;12;2004-12-20;GDXHPG IYZVDBSSRG;146,030;12,050;158,080
11100;11100;2004;12;2004-12-08;KSZNBA QWSJDDXKNX;236,200;19,490;255,690
11101;11101;2004;12;2004-12-14;NDEFJA QTYQTYYBXZ;129,550;10,690;140,240
11102;11102;2004;12;2004-12-17;ZMQVWC SPZVQFICSN;38,680;3,190;41,870
11103;11103;2004;12;2004-12-20;JZENYH OKSMEYWELZ;12,880;1,060;13,940
11104;11104;2004;12;2004-12-31;UCNFLG BNJPQOZZHL;161,880;13,360;175,240
11105;11105;2004;12;2004-12-17;OEJUIO SAFDVLFPSH;8,160;0,670;8,830
11106;11106;2004;12;2004-12-09;ZLFVBX MRDBZLNXFA;70,910;5,850;76,760
11107;11107;2004;12;2004-12-19;BHNKQE DKEOULJTBN;35,620;2,940;38,560
11108;11108;2004;12;2004-12-06;QJNQHQ GHHABYIZUQ;96,450;7,960;104,410
11109;11109;2004;12;2004-12-14;JMXHOH FQDYYWKTFN;123,740;10,210;133,950
11110;11110;2004;12;2004-12-20;FZKVXE ROIRLFOVRA;154,550;12,750;167,300
11111;11111;2004;12;2004-12-22;WYEWQF ZCUBOFAXFY;257,580;21,250;278,830
11112;11112;2004;12;2004-12-19;FNIWSX CETCCXELED;86,760;7,160;93,920
11113;11113;2004;12;2004-12-26;RQPHIQ TJOJJYNQVC;285,890;23,590;309,480
11114;11114;2004;12;2004-12-24;SUJZLC PDDRHYJUIA;202,450;16,700;219,150
11115;11115;2004;12;2004-12-13;IWFYYK CBQNOHTVJL;285,350;23,540;308,890
11116;11116;2004;12;2004-12-10;WLKVTQ RUYGFCGWZJ;338,010;27,890;365,900
11117;11117;2004;12;2004-12-22;ZFWVKB JAHQOUCWZZ;188,600;15,560;204,160
11118;11118;2004;12;2004-12-13;JBOVUV GKOKEWYCJL;289,690;23,900;313,590
11119;11119;2004;12;2004-12-26;IGZTGQ CYEIZVSRFN;317,940;26,230;344,170
11120;11120;2004;12;2004-12-22;TLBNYU ZKTGNZORTU;71,250;5,880;77,130
11121;11121;2004;12;2004-12-06;XZLKAC YTKJXJRVHJ;357,370;29,480;386,850
11122;11122;2004;12;2004-12-21;RAAFCR UIREZUJYWI;149,290;12,320;161,610
11123;11123;2004;12;2004-12-19;TYVQQI LIBAYNXVOU;257,070;21,210;278,280
11124;11124;2004;12;2004-12-31;WECRER RPTNVDBVEH;131,340;10,840;142,180
11125;11125;2004;12;2004-12-05;HXKPUY XJVWIISJDV;388,620;32,060;420,680
11126;11126;2004;12;2004-12-04;DDANCN LMCCXHDQVD;58,640;4,840;63,480
11127;11127;2004;12;2004-12-27;DCWVUA BSCGTICZRR;361,630;29,830;391,460
11128;11128;2004;12;2004-12-12;IYRAJC SZGTBIMXAL;271,630;22,410;294,040
11129;11129;2004;12;2004-12-12;HVKAPQ ZNLWNCCJKQ;24,040;1,980;26,020
11130;11130;2004;12;2004-12-02;KTYMYD TIDZEOYWML;156,690;12,930;169,620
11131;11131;2004;12;2004-12-05;NOWMIV OIHCHZEPYM;157,560;13,000;170,560
11132;11132;2004;12;2004-12-18;JMSMAE MNALRMLAMO;354,910;29,280;384,190
11133;11133;2004;12;2004-12-24;SMXAYQ XEOJTQUAJV;364,860;30,100;394,960
11134;11134;2004;12;2004-12-16;TUUOIK QDQHIFYFTM;227,560;18,770;246,330
11135;11135;2004;12;2004-12-13;NYOPBC OPIWFUEAQY;212,930;17,570;230,500
11136;11136;2004;12;2004-12-07;EJLWIO HUTBHKDWUI;313,290;25,850;339,140
11137;11137;2004;12;2004-12-02;NAJRQC KSELIEDIFJ;13,940;1,150;15,090
11138;11138;2004;12;2004-12-18;IKUPZF UVRUPCNUKK;338,980;27,970;366,950
11139;11139;2004;12;2004-12-26;ZKHLVN NFVFTYFMDO;326,860;26,970;353,830
11140;11140;2004;12;2004-12-13;WDXETB OANPLGWACU;267,310;22,050;289,360
11141;11141;2004;12;2004-12-22;WKJKQU PJCBETHBKV;234,930;19,380;254,310
11142;11142;2004;12;2004-12-18;UUVCJK NGQHGSCYOQ;16,560;1,370;17,930
11143;11143;2004;12;2004-12-02;OMJAEK CNYLNQKZZI;346,680;28,600;375,280
11144;11144;2004;12;2004-12-30;JDPYKQ VLRLDYLKBQ;298,990;24,670;323,660
11145;11145;2004;12;2004-12-23;GAZSWU HRXRPSPWUK;317,450;26,190;343,640
11146;11146;2004;12;2004-12-21;ZWZLAS TXQTFFPUYN;92,020;7,590;99,610
11147;11147;2004;12;2004-12-01;MYZBLI BCPVSJFRPW;119,010;9,820;128,830
11148;11148;2004;12;2004-12-25;JOCDBW JZSXGKBRBW;34,490;2,850;37,340
11149;11149;2004;12;2004-12-29;FPYDIG INPGHALXKS;162,940;13,440;176,380
11150;11150;2004;12;2004-12-04;NBVWDL NVEYEUDVKY;45,490;3,750;49,240
11151;11151;2004;12;2004-12-29;HQMACE STQUNJUDDB;299,880;24,740;324,620
11152;11152;2004;12;2004-12-27;IPGRUK RPWINRPHCA;352,530;29,080;381,610
11153;11153;2004;12;2004-12-11;VGNNFC CDQPRWUVBJ;33,980;2,800;36,780
11154;11154;2004;12;2004-12-09;HHOEYN RZRDDBUQNS;370,610;30,580;401,190
11155;11155;2004;12;2004-12-20;JSWJRM WCOYHQHELG;291,390;24,040;315,430
11156;11156;2004;12;2004-12-25;BJUDJR ZDTYXQAQFB;280,450;23,140;303,590
11157;11157;2004;12;2004-12-23;YTKBJS OECZMJEHMZ;252,580;20,840;273,420
11158;11158;2004;12;2004-12-24;ASGCSX FHYTDLMUZM;271,900;22,430;294,330
11159;11159;2004;12;2004-12-04;QMNSJT MHYVMVJKNZ;343,000;28,300;371,300
11160;11160;2004;12;2004-12-28;GFNYNF UWUJROYFLN;368,000;30,360;398,360
11161;11161;2004;12;2004-12-01;CUUNPC AOEHXGQLSV;198,060;16,340;214,400
11162;11162;2004;12;2004-12-10;DPHDNF IOJESMULBN;351,560;29,000;380,560
11163;11163;2004;12;2004-12-27;SSWZVV NTWIDVEYTZ;194,760;16,070;210,830
11164;11164;2004;12;2004-12-02;LCDZQE YEBMUPOGJC;301,460;24,870;326,330
11165;11165;2004;12;2004-12-09;FDRLEQ CXCQWKHMZF;280,270;23,120;303,390
11166;11166;2004;12;2004-12-27;NMDUMK ZXMDRDLSTM;69,010;5,690;74,700
11167;11167;2004;12;2004-12-22;TMVQYG DUSRQOQEMD;179,090;14,770;193,860
11168;11168;2004;12;2004-12-31;HBDIYY YQUBMAKUCI;141,790;11,700;153,490
11169;11169;2004;12;2004-12-21;VZEMHT BICMTPGZVD;242,500;20,010;262,510
11170;11170;2004;12;2004-12-25;NXBJKF UUFRANHWRY;211,450;17,440;228,890
11171;11171;2004;12;2004-12-05;EDMLJB AVTYSLLWPQ;78,670;6,490;85,160
11172;11172;2004;12;2004-12-17;BNQODW GEZTGGSYGK;153,920;12,700;166,620
11173;11173;2004;12;2004-12-29;MUXAIA BXKXOQPUFZ;209,510;17,280;226,790
11174;11174;2004;12;2004-12-03;RDTBUM RTBHRSUUYG;296,860;24,490;321,350
11175;11175;2004;12;2004-12-17;NQUSPR JNJVUWHREM;358,020;29,540;387,560
11176;11176;2004;12;2004-12-23;RULLYQ TDSFLCAXBB;56,200;4,640;60,840
11177;11177;2004;12;2004-12-26;OEEEXT FAZWFTZXHD;333,240;27,490;360,730
11178;11178;2004;12;2004-12-19;SVMUKZ UARSCHDKEJ;288,130;23,770;311,900
11179;11179;2004;12;2004-12-30;FLUTKV KGGZAEHCYC;261,830;21,600;283,430
11180;11180;2004;12;2004-12-08;IEZLNA YNCYUAYMAU;101,810;8,400;110,210
11181;11181;2004;12;2004-12-22;EAGDTX FDSLJQHLSY;315,930;26,060;341,990
11182;11182;2004;12;2004-12-11;YJYYHY WNQIXVSISQ;59,320;4,890;64,210
11183;11183;2004;12;2004-12-14;NWMUGA DBCHWQJSBQ;75,150;6,200;81,350
11184;11184;2004;12;2004-12-06;LZMQNZ TFAWNCPKZX;392,700;32,400;425,100
11185;11185;2004;12;2004-12-04;TFXJYS MMMNFSCDHD;48,100;3,970;52,070
11186;11186;2004;12;2004-12-13;BXGGLZ IGGJUVONRC;266,170;21,960;288,130
11187;11187;2004;12;2004-12-07;WJVYEC JPWXFTRYBB;211,950;17,490;229,440
11188;11188;2004;12;2004-12-23;HGESFP OAQOUQEKHL;160,760;13,260;174,020
11189;11189;2004;12;2004-12-19;EKMUZS JSREGZTSHB;97,060;8,010;105,070
11190;11190;2004;12;2004-12-21;LWCIKQ JSEOAWLUBZ;399,820;32,990;432,810
11191;11191;2004;12;2004-12-30;FIUVHZ FUIHYEFHVU;320,710;26,460;347,170
11192;11192;2004;12;2004-12-13;LWTFVC FIAFPKOZWG;255,200;21,050;276,250
11193;11193;2004;12;2004-12-15;ANSJCD MQMINGNDPA;15,590;1,290;16,880
11194;11194;2004;12;2004-12-08;EJNYRC EOTKWHUWTL;316,810;26,140;342,950
11195;11195;2004;12;2004-12-14;ZPRWAW YUWSCYPLSC;183,240;15,120;198,360
11196;11196;2004;12;2004-12-06;CEPNDH WSXEIARXBI;92,600;7,640;100,240
11197;11197;2004;12;2004-12-30;XRNSYZ KEDTNQHKBN;204,000;16,830;220,830
11198;11198;2004;12;2004-12-20;LUVGHM ZITRBNMZTC;51,990;4,290;56,280
11199;11199;2004;12;2004-12-05;SNTYGK QQLJHSFIHO;32,870;2,710;35,580
11200;11200;2004;12;2004-12-04;ARPTOL VZMUPMMPQK;168,290;13,880;182,170
11201;11201;2004;12;2004-12-29;DJIQNF BLGDLWJLUN;298,860;24,660;323,520
11202;11202;2004;12;2004-12-04;CCRTFC RPRHUHBQYG;232,040;19,140;251,180
11203;11203;2004;12;2004-12-23;SQCFAW FFPEJPMIZJ;135,960;11,220;147,180
11204;11204;2004;12;2004-12-22;FSSTBC UCYWLOXRRL;327,670;27,030;354,700
11205;11205;2004;12;2004-12-02;RJYNWO OMYVUNUSBM;0,480;0,040;0,520
11206;11206;2004;12;2004-12-27;IBPLMZ BHEXEQBFEC;92,740;7,650;100,390
11207;11207;2004;12;2004-12-23;QDGRUC CNYOGHQMIU;39,420;3,250;42,670
11208;11208;2004;12;2004-12-10;ZFOXZN HGVHWUFLJP;396,550;32,720;429,270
11209;11209;2004;12;2004-12-31;HIVLJQ DREKQUFYUG;90,950;7,500;98,450
11210;11210;2004;12;2004-12-06;JEUZYO CECTVPIFTZ;285,320;23,540;308,860
11211;11211;2004;12;2004-12-06;QTZUIF GQYWXAPQMY;247,580;20,430;268,010
11212;11212;2004;12;2004-12-06;GCYCDF IBQGXSOYPC;141,330;11,660;152,990
11213;11213;2004;12;2004-12-17;ZCGKXU VYKKOSSRIJ;161,680;13,340;175,020
11214;11214;2004;12;2004-12-12;BSTLXJ PXOFNYIIZL;350,030;28,880;378,910
11215;11215;2004;12;2004-12-05;TNYQLZ KHCAQYFBBV;280,570;23,150;303,720
11216;11216;2004;12;2004-12-15;QDPKDY SAQIECSCKL;147,420;12,160;159,580
11217;11217;2004;12;2004-12-02;JKJFNU SORCOVIEJF;360,370;29,730;390,100
11218;11218;2004;12;2004-12-24;TLFHAO HHPVKDCJDO;76,340;6,300;82,640
11219;11219;2004;12;2004-12-07;FXSJIW IGSFOLQWCK;67,300;5,550;72,850
11220;11220;2004;12;2004-12-26;KGIRDM RXLVBQCIRJ;136,380;11,250;147,630
11221;11221;2004;12;2004-12-16;UKYMIY PXQNHLHHXH;389,560;32,140;421,700
11222;11222;2004;12;2004-12-10;UOAMMI XOIOXYZNWA;202,660;16,720;219,380
11223;11223;2004;12;2004-12-09;UBTWYG BVBRSGTBBO;328,700;27,120;355,820
11224;11224;2004;12;2004-12-01;YRUHWI XESDJSQQWJ;209,060;17,250;226,310
11225;11225;2004;12;2004-12-20;GCEZFX HDXTLOVWOZ;47,310;3,900;51,210
11226;11226;2004;12;2004-12-03;ETFRYE LQEGGQIMRV;370,560;30,570;401,130
11227;11227;2004;12;2004-12-04;ACSNKF RVQNGMOKNG;359,290;29,640;388,930
11228;11228;2004;12;2004-12-11;UKDYLL TPEDNPTEOL;209,380;17,270;226,650
11229;11229;2004;12;2004-12-10;NXFMAJ XNEXXOIDGM;130,670;10,780;141,450
11230;11230;2004;12;2004-12-21;DTNDJQ HAKPSHKEDV;118,860;9,810;128,670
11231;11231;2004;12;2004-12-30;AWDKDM GPYOBSHJFT;316,960;26,150;343,110
11232;11232;2004;12;2004-12-31;SCQRPV KFQQSXRZEZ;95,620;7,890;103,510
11233;11233;2004;12;2004-12-24;VFGQXS RTUIAYPOHD;318,200;26,250;344,450
11234;11234;2004;12;2004-12-24;ZQUDSN SVQHYDWCEJ;174,630;14,410;189,040
11235;11235;2004;12;2004-12-28;GGXIGS CFLOQHDGEN;261,940;21,610;283,550
11236;11236;2004;12;2004-12-31;KNJEMI CTEYODRYET;286,760;23,660;310,420
11237;11237;2004;12;2004-12-10;OIQCQR GBTDGNJHET;97,640;8,060;105,700
11238;11238;2004;12;2004-12-18;PNFNCQ LRWVIAEDYA;302,150;24,930;327,080
11239;11239;2004;12;2004-12-07;ZDFQUV ZDBZOPXKOV;334,390;27,590;361,980
11240;11240;2004;12;2004-12-18;HOBMCI VOTOLOJQSE;215,450;17,770;233,220
11241;11241;2004;12;2004-12-18;LZPGAN VFLKVDGRBI;270,140;22,290;292,430
11242;11242;2004;12;2004-12-02;YOKXBO FXXNXQBCOV;45,350;3,740;49,090
11243;11243;2004;12;2004-12-22;AWDOJY DRKLKTVYUB;158,610;13,090;171,700
11244;11244;2004;12;2004-12-28;VIVWZU AHWCNGBBHF;123,740;10,210;133,950
11245;11245;2004;12;2004-12-25;SGGKYD JKEYBYMXYI;185,360;15,290;200,650
11246;11246;2004;12;2004-12-01;MNJAGB QDZIAZOCKS;272,760;22,500;295,260
11247;11247;2004;12;2004-12-24;BBNQBR RJMGXDZSAM;145,300;11,990;157,290
11248;11248;2004;12;2004-12-04;BXYIZS GVIBWBWEDP;277,040;22,860;299,900
11249;11249;2004;12;2004-12-09;LZHFCK EQMYKDQTWE;333,930;27,550;361,480
11250;11250;2004;12;2004-12-05;OWZTGY OTSDQJMZJM;16,680;1,380;18,060
11251;11251;2004;12;2004-12-28;KMZBPZ STEBLNDGHO;342,780;28,280;371,060
11252;11252;2004;12;2004-12-17;RDVZNV VOYODNVCYC;290,870;24,000;314,870
11253;11253;2004;12;2004-12-01;QHBOWN NAIHWNTPFK;62,770;5,180;67,950
11254;11254;2004;12;2004-12-19;KJJMGU ESCEUSJLSI;294,060;24,260;318,320
11255;11255;2004;12;2004-12-01;ARYFYP CKKIKKETIF;135,420;11,170;146,590
11256;11256;2004;12;2004-12-29;HFPAFS IESYHWVLJW;90,740;7,490;98,230
11257;11257;2004;12;2004-12-25;GRRREG PDELTGREVT;200,820;16,570;217,390
11258;11258;2004;12;2004-12-07;LZLRDD SVHZKRDVDJ;108,680;8,970;117,650
11259;11259;2004;12;2004-12-19;ARTSVG ODBWMUHPDC;119,630;9,870;129,500
11260;11260;2004;12;2004-12-14;LFKWYX BSRAKTUVUG;253,390;20,900;274,290
11261;11261;2004;12;2004-12-09;YPJBRK JZKXXGDQQJ;286,790;23,660;310,450
11262;11262;2004;12;2004-12-06;SICIYW YRGRFKPJJT;342,340;28,240;370,580
11263;11263;2004;12;2004-12-07;LZFPUW CPPMYZKMJJ;191,970;15,840;207,810
11264;11264;2004;12;2004-12-25;SIYFMA TDXEHGIIDE;207,180;17,090;224,270
11265;11265;2004;12;2004-12-27;SJSLXQ OIYTPJZREH;170,130;14,040;184,170
11266;11266;2004;12;2004-12-26;IQYHIM XDAUJRVHVV;61,270;5,050;66,320
11267;11267;2004;12;2004-12-13;JWZTFQ WJSRPHIYBC;83,040;6,850;89,890
11268;11268;2004;12;2004-12-10;LSBCIK CDOJEESXJL;373,460;30,810;404,270
11269;11269;2004;12;2004-12-02;HHWWWR YKXSKSLLJU;304,290;25,100;329,390
11270;11270;2004;12;2004-12-29;FIKYFQ MGRESMTCZE;106,060;8,750;114,810
11271;11271;2004;12;2004-12-10;JAXLRW GOPWZRWPVQ;263,740;21,760;285,500
11272;11272;2004;12;2004-12-05;DUQHZX JMUZGMWYVG;215,460;17,780;233,240
11273;11273;2004;12;2004-12-17;GZOFDX AUOQRUOJZS;384,810;31,750;416,560
11274;11274;2004;12;2004-12-14;CLXSUD CUJBFFGMKC;233,470;19,260;252,730
11275;11275;2004;12;2004-12-26;YKYZKU NBFJWXZEGE;137,810;11,370;149,180
11276;11276;2004;12;2004-12-22;QEUHFI CMFHDUSXKI;264,910;21,860;286,770
11277;11277;2004;12;2004-12-07;CQRFKE WHAYMTOSOE;383,880;31,670;415,550
11278;11278;2004;12;2004-12-08;LGYCHT MWUNQPOEYZ;127,270;10,500;137,770
11279;11279;2004;12;2004-12-06;PDMOBN WACIIPHPNH;335,660;27,690;363,350
11280;11280;2004;12;2004-12-22;IGAXDR PUJCGSSUHL;153,030;12,620;165,650
11281;11281;2004;12;2004-12-01;VNSOVZ ASGHYZAAZA;262,210;21,630;283,840
11282;11282;2004;12;2004-12-11;YUXZHR CQNTDBDEHG;50,400;4,160;54,560
11283;11283;2004;12;2004-12-17;DBUJMV SCABFLGTZN;302,910;24,990;327,900
11284;11284;2004;12;2004-12-09;GLOCDH DHFRNFSDMX;172,590;14,240;186,830
11285;11285;2004;12;2004-12-16;HNVLPA UXOSGOYDUE;260,150;21,460;281,610
11286;11286;2004;12;2004-12-07;PRDXPX ADPJHRRLVQ;114,510;9,450;123,960
11287;11287;2004;12;2004-12-12;UNUXWW ATLAUJFQRR;397,630;32,800;430,430
11288;11288;2004;12;2004-12-28;NWQNPS GYOZLWILKH;148,830;12,280;161,110
11289;11289;2004;12;2004-12-28;BTRIYL BMOVCVDHAP;150,870;12,450;163,320
